Account Number,Birthday,Gender,Ethnicity,Zip Code,Veteran,Disabled,Refugee
3,1970,Female,W,83709,FALSE,FALSE,FALSE
3,1962,Male,W,83709,FALSE,FALSE,FALSE
3,2002,Male,W,83709,FALSE,FALSE,FALSE
3,1993,Male,W,83709,FALSE,FALSE,FALSE
4,1948,Female,W,83634,FALSE,FALSE,FALSE
4,1989,Male,W,83634,FALSE,FALSE,FALSE
5,1956,Male,W,83709,FALSE,FALSE,FALSE
5,1985,Female,W,83709,FALSE,FALSE,FALSE
5,2004,Male,W,83709,FALSE,FALSE,FALSE
5,2004,Male,W,83709,FALSE,FALSE,FALSE
5,2006,Female,W,83709,FALSE,FALSE,FALSE
6,1960,Female,OM,83709,FALSE,FALSE,FALSE
6,2005,Female,OM,83709,FALSE,FALSE,FALSE
6,2006,Male,OM,83709,FALSE,FALSE,FALSE
6,1956,Male,NA,83709,FALSE,FALSE,FALSE
7,1982,Male,AA,83703,FALSE,TRUE,FALSE
7,1986,Female,AA,83703,FALSE,FALSE,FALSE
7,2003,Male,AA,83703,FALSE,FALSE,FALSE
7,2007,Male,AA,83703,FALSE,FALSE,FALSE
9,1993,Female,A,83705,FALSE,FALSE,FALSE
9,1955,Female,A,83705,FALSE,FALSE,FALSE
9,2014,Female,A,83705,FALSE,FALSE,FALSE
12,1963,Male,W,83705,FALSE,FALSE,FALSE
12,1958,Male,W,83705,FALSE,FALSE,FALSE
12,1988,Male,W,83705,FALSE,FALSE,FALSE
12,1994,Male,W,83705,FALSE,FALSE,FALSE
12,1998,Female,W,83705,FALSE,FALSE,FALSE
13,1944,Female,W,83705,FALSE,FALSE,FALSE
14,1968,Male,W,83706,FALSE,FALSE,FALSE
14,1977,Female,W,83706,FALSE,FALSE,FALSE
14,2003,Female,W,83706,FALSE,FALSE,FALSE
14,2013,Male,W,83706,FALSE,FALSE,FALSE
15,1966,Male,W,83706,FALSE,FALSE,FALSE
15,1975,Female,W,83706,FALSE,FALSE,TRUE
15,1996,Male,W,83706,FALSE,FALSE,TRUE
15,2002,Male,W,83706,FALSE,FALSE,FALSE
15,2014,Male,W,83706,FALSE,FALSE,TRUE
15,2014,Male,W,83706,FALSE,FALSE,TRUE
16,1951,Female,H,83706,FALSE,FALSE,FALSE
16,1922,Female,H,83706,FALSE,FALSE,FALSE
16,1981,Male,H,83706,FALSE,FALSE,FALSE
16,1961,Male,W,83706,FALSE,FALSE,FALSE
16,1961,Male,W,83706,FALSE,FALSE,FALSE
17,1955,Male,W,83616,FALSE,FALSE,FALSE
18,1959,Female,H,83705,FALSE,FALSE,FALSE
18,1964,Male,W,83705,FALSE,FALSE,FALSE
18,1994,Female,W,83705,FALSE,FALSE,FALSE
18,2013,Male,W,83705,FALSE,FALSE,FALSE
18,2008,Male,W,83705,FALSE,FALSE,FALSE
19,1980,Female,W,83705,FALSE,FALSE,FALSE
19,1974,Male,W,83705,FALSE,FALSE,FALSE
19,2008,Female,W,83705,FALSE,FALSE,FALSE
19,2006,Male,W,83705,FALSE,FALSE,FALSE
19,2004,Female,W,83705,FALSE,FALSE,FALSE
20,1979,Female,W,83705,FALSE,FALSE,FALSE
20,1979,Male,W,83705,FALSE,FALSE,FALSE
20,2001,Female,W,83705,FALSE,FALSE,FALSE
20,2002,Female,W,83705,FALSE,FALSE,FALSE
20,2005,Female,W,83705,FALSE,FALSE,FALSE
20,2013,Male,W,83705,FALSE,FALSE,FALSE
20,2013,Male,W,83705,FALSE,FALSE,FALSE
22,1972,Female,OM,83709,FALSE,FALSE,FALSE
22,1997,Male,OM,83709,FALSE,FALSE,FALSE
22,2002,Male,OM,83709,FALSE,FALSE,FALSE
22,2004,Female,OM,83709,FALSE,FALSE,FALSE
22,2008,Female,OM,83709,FALSE,FALSE,FALSE
23,1976,Female,W,83704,FALSE,FALSE,FALSE
23,2002,Male,W,83704,FALSE,FALSE,FALSE
23,1998,Female,W,83704,FALSE,FALSE,FALSE
23,1995,Female,W,83704,FALSE,FALSE,FALSE
25,1992,Female,AW,83704,FALSE,FALSE,FALSE
26,1977,Female,W,83716,FALSE,FALSE,FALSE
26,1951,Male,W,83716,TRUE,FALSE,FALSE
26,1931,Female,W,83716,FALSE,TRUE,FALSE
26,1998,Male,W,83716,FALSE,FALSE,FALSE
26,2000,Female,W,83716,FALSE,FALSE,FALSE
26,2003,Female,W,83716,FALSE,FALSE,FALSE
27,1956,Male,W,83705,FALSE,FALSE,FALSE
28,1965,Male,W,83709,FALSE,FALSE,FALSE
29,1972,Male,W,83704,FALSE,TRUE,FALSE
29,1998,Female,W,83704,FALSE,FALSE,FALSE
30,1987,Male,W,83705,FALSE,FALSE,FALSE
30,1986,Female,W,83705,FALSE,FALSE,FALSE
30,2011,Male,W,83705,FALSE,FALSE,FALSE
30,2014,Male,W,83705,FALSE,FALSE,FALSE
31,1956,Female,W,83709,FALSE,FALSE,FALSE
31,1960,Male,W,83709,FALSE,FALSE,FALSE
32,1959,Male,W,83705,FALSE,TRUE,FALSE
33,1958,Male,W,83704,FALSE,FALSE,FALSE
34,1980,Male,W,83706,FALSE,FALSE,FALSE
34,1980,Female,W,83706,FALSE,FALSE,FALSE
34,2007,Female,W,83706,FALSE,FALSE,FALSE
34,2012,Male,W,83706,FALSE,FALSE,FALSE
34,2014,Male,W,83706,FALSE,FALSE,FALSE
35,1966,Male,W,83704,TRUE,FALSE,FALSE
36,1976,Female,W,83705,FALSE,FALSE,FALSE
36,1998,Male,W,83705,FALSE,FALSE,FALSE
36,2001,Female,W,83705,FALSE,FALSE,FALSE
36,2003,Male,W,83705,FALSE,FALSE,FALSE
36,2004,Female,W,83705,FALSE,FALSE,FALSE
37,1960,Female,W,83642,FALSE,FALSE,FALSE
37,1979,Male,W,83642,FALSE,FALSE,FALSE
37,1977,Female,W,83642,FALSE,FALSE,FALSE
37,2002,Male,W,83642,FALSE,FALSE,FALSE
37,2006,Female,W,83642,FALSE,FALSE,FALSE
37,2006,Male,W,83642,FALSE,FALSE,FALSE
38,1940,Female,W,83705,FALSE,FALSE,FALSE
38,1959,Male,W,83705,FALSE,FALSE,FALSE
39,1949,Male,W,83712,FALSE,FALSE,FALSE
40,1929,Female,W,83705,FALSE,FALSE,FALSE
40,1965,Male,W,83705,FALSE,TRUE,FALSE
41,1965,Male,W,83716,FALSE,FALSE,FALSE
42,NA,Female,W,83642,FALSE,TRUE,FALSE
43,1967,Male,W,83705,FALSE,FALSE,FALSE
43,1964,Female,OM,83705,FALSE,FALSE,FALSE
44,1942,Male,W,83704,FALSE,FALSE,FALSE
44,1997,Female,W,83704,FALSE,FALSE,FALSE
45,1960,Female,W,83703,FALSE,FALSE,FALSE
45,1953,Female,W,83703,FALSE,FALSE,FALSE
46,1964,Female,A,83704,FALSE,FALSE,FALSE
47,1955,Male,W,83704,FALSE,FALSE,FALSE
47,1951,Female,W,83704,FALSE,FALSE,FALSE
48,1955,Male,W,83705,FALSE,FALSE,FALSE
48,1973,Female,W,83705,FALSE,FALSE,FALSE
49,1988,Male,W,83706,FALSE,FALSE,FALSE
49,1980,Female,W,83706,FALSE,TRUE,FALSE
49,2001,Male,W,83706,FALSE,FALSE,FALSE
49,2007,Male,W,83706,FALSE,FALSE,FALSE
49,1998,Male,W,83706,FALSE,FALSE,FALSE
50,1979,Male,W,83705,FALSE,FALSE,FALSE
51,1954,Male,W,83704,FALSE,TRUE,FALSE
52,1979,Female,W,83706,FALSE,FALSE,FALSE
52,2012,Male,W,83706,FALSE,FALSE,FALSE
53,1988,Female,W,83706,FALSE,FALSE,FALSE
53,1987,Male,W,83706,FALSE,FALSE,FALSE
54,1957,Female,W,83704,FALSE,FALSE,FALSE
54,1950,Male,W,83704,TRUE,FALSE,FALSE
54,1979,Male,W,83704,FALSE,FALSE,FALSE
54,1990,Male,W,83704,FALSE,FALSE,FALSE
54,1981,Male,W,83704,FALSE,FALSE,FALSE
54,2010,Female,W,83704,FALSE,FALSE,FALSE
54,2011,Male,W,83704,FALSE,FALSE,FALSE
54,2002,Female,W,83704,FALSE,FALSE,FALSE
54,2004,Male,W,83704,FALSE,FALSE,FALSE
55,1983,Female,W,83706,FALSE,FALSE,FALSE
55,1984,Male,W,83706,FALSE,FALSE,FALSE
55,2009,Female,W,83706,FALSE,FALSE,FALSE
55,2014,Female,AA,83706,FALSE,FALSE,FALSE
56,1948,Female,W,83704,FALSE,TRUE,FALSE
58,1981,Male,W,83705,FALSE,FALSE,FALSE
58,1981,Female,W,83705,FALSE,FALSE,FALSE
58,2004,Female,W,83705,FALSE,FALSE,FALSE
58,2007,Female,W,83705,FALSE,FALSE,FALSE
58,2011,Female,W,83705,FALSE,FALSE,FALSE
58,2012,Female,W,83705,FALSE,FALSE,FALSE
58,2013,Female,W,83705,FALSE,FALSE,FALSE
59,1969,Female,W,83709,FALSE,FALSE,FALSE
59,1970,Male,W,83709,FALSE,FALSE,FALSE
59,1999,Male,W,83709,FALSE,FALSE,FALSE
59,2006,Female,W,83709,FALSE,FALSE,FALSE
60,1975,Female,H,83706,FALSE,FALSE,FALSE
60,1972,Male,H,83706,FALSE,FALSE,FALSE
60,1936,Female,H,83706,FALSE,FALSE,FALSE
60,2012,Female,H,83706,FALSE,FALSE,FALSE
60,2010,Male,H,83706,FALSE,FALSE,FALSE
60,2013,Female,H,83706,FALSE,FALSE,FALSE
61,1990,Female,W,83642,FALSE,FALSE,FALSE
61,1988,Male,W,83642,FALSE,FALSE,FALSE
61,2014,Male,W,83642,FALSE,FALSE,FALSE
62,1962,Female,W,83714,FALSE,TRUE,FALSE
62,1951,Male,W,83714,FALSE,FALSE,FALSE
62,1966,Female,W,83714,FALSE,FALSE,FALSE
63,1975,Male,W,83705,FALSE,FALSE,FALSE
64,1945,Male,W,83709,TRUE,FALSE,FALSE
64,1950,Female,W,83709,FALSE,FALSE,FALSE
64,1970,Male,W,83709,FALSE,TRUE,FALSE
65,1943,Male,W,83705,FALSE,FALSE,FALSE
66,1950,Male,AW,83706,FALSE,FALSE,FALSE
66,1957,Female,AW,83706,FALSE,FALSE,FALSE
66,2015,Male,AW,83706,FALSE,FALSE,FALSE
68,1949,Female,W,83709,FALSE,FALSE,FALSE
69,1955,Female,W,83703,FALSE,FALSE,FALSE
70,1943,Female,W,83704,FALSE,FALSE,FALSE
71,1946,Female,W,83705,FALSE,FALSE,FALSE
71,1942,Male,W,83705,FALSE,FALSE,FALSE
72,1945,Female,W,83704,FALSE,FALSE,FALSE
73,1976,Female,W,83703,FALSE,FALSE,FALSE
73,1962,Female,H,83703,FALSE,FALSE,FALSE
74,1932,Female,W,83642,FALSE,FALSE,FALSE
75,1959,Female,W,83703,FALSE,FALSE,FALSE
76,1965,Female,W,83705,FALSE,FALSE,FALSE
77,1981,Female,W,83709,FALSE,FALSE,FALSE
77,1979,Male,W,83709,FALSE,FALSE,FALSE
77,1999,Female,W,83709,FALSE,FALSE,FALSE
77,2003,Female,W,83709,FALSE,FALSE,FALSE
77,2012,Female,W,83709,FALSE,FALSE,FALSE
77,2010,Male,W,83709,FALSE,FALSE,FALSE
78,1943,Female,W,83704,FALSE,FALSE,FALSE
78,1944,Male,W,83704,FALSE,TRUE,FALSE
80,1943,Female,W,83714,FALSE,FALSE,FALSE
80,1952,Male,W,83714,FALSE,FALSE,FALSE
81,1988,Female,W,83709,FALSE,FALSE,FALSE
81,1976,Male,W,83709,FALSE,FALSE,FALSE
83,1970,Female,W,83712,FALSE,FALSE,FALSE
83,1998,Male,W,83712,FALSE,FALSE,FALSE
85,1945,Female,W,83705,FALSE,FALSE,FALSE
85,1969,Male,W,83705,FALSE,FALSE,FALSE
86,1960,Male,W,83705,FALSE,TRUE,FALSE
86,1957,Female,W,83705,FALSE,FALSE,FALSE
88,1941,Male,W,83642,FALSE,FALSE,FALSE
90,1997,Male,W,NA,FALSE,FALSE,FALSE
91,1986,Female,W,83704,FALSE,FALSE,FALSE
91,1983,Male,W,83704,FALSE,FALSE,FALSE
91,2014,Male,W,83704,FALSE,FALSE,FALSE
91,2006,Male,W,83704,FALSE,FALSE,FALSE
91,2006,Male,W,83704,FALSE,FALSE,FALSE
91,1985,Male,W,83704,FALSE,FALSE,FALSE
93,1964,Male,W,83709,FALSE,FALSE,FALSE
94,1991,Female,W,83704,FALSE,FALSE,FALSE
94,2010,Female,W,83704,FALSE,FALSE,FALSE
94,2011,Male,W,83704,FALSE,FALSE,FALSE
94,2015,Male,W,83704,FALSE,FALSE,FALSE
95,1961,Female,W,83709,FALSE,FALSE,FALSE
96,1967,Female,W,83714,FALSE,FALSE,FALSE
96,1994,Female,W,83714,FALSE,FALSE,FALSE
96,2014,Male,W,83714,FALSE,FALSE,FALSE
97,1656,Female,W,83703,FALSE,FALSE,FALSE
101,1965,Male,W,83705,FALSE,FALSE,FALSE
101,1935,Female,W,83705,FALSE,FALSE,FALSE
102,1964,Male,W,83714,TRUE,TRUE,FALSE
103,1968,Female,W,83705,FALSE,FALSE,FALSE
103,1968,Male,W,83705,FALSE,FALSE,FALSE
103,2002,Male,W,83705,FALSE,FALSE,FALSE
103,2004,Male,W,83705,FALSE,FALSE,FALSE
104,1955,Female,W,83705,FALSE,TRUE,FALSE
104,1974,Female,W,83705,FALSE,FALSE,FALSE
104,1977,Male,OM,83705,FALSE,FALSE,FALSE
106,1995,Female,W,83706,FALSE,FALSE,FALSE
107,1990,Unknown,W,83716,FALSE,FALSE,FALSE
107,1954,Declined to Say,NA,83716,FALSE,FALSE,FALSE
108,1967,Male,W,0,FALSE,FALSE,FALSE
110,1959,Female,W,83704,TRUE,FALSE,FALSE
111,1956,Male,W,83702,FALSE,FALSE,FALSE
112,1990,Unknown,W,83713,FALSE,FALSE,FALSE
112,1941,Female,W,83713,FALSE,FALSE,FALSE
112,2001,Declined to Say,NA,83713,FALSE,FALSE,FALSE
113,1959,Female,W,83703,FALSE,TRUE,FALSE
113,1967,Male,W,83703,FALSE,FALSE,FALSE
113,1989,Male,W,83703,FALSE,FALSE,FALSE
113,1991,Male,W,83703,FALSE,FALSE,FALSE
113,2002,Male,W,83703,FALSE,FALSE,FALSE
113,2002,Male,W,83703,FALSE,FALSE,FALSE
114,1998,Female,W,83705,FALSE,FALSE,FALSE
116,1962,Male,W,83705,FALSE,FALSE,FALSE
117,2015,Female,W,83642,FALSE,FALSE,FALSE
118,1953,Male,H,83704,FALSE,FALSE,FALSE
119,1984,Male,NA,83631,FALSE,FALSE,FALSE
120,1959,Male,W,83705,FALSE,FALSE,FALSE
121,1997,Female,W,83704,FALSE,FALSE,FALSE
121,1972,Male,W,83704,FALSE,FALSE,FALSE
122,1971,Male,W,83646,FALSE,FALSE,FALSE
123,1976,Male,W,83631,FALSE,FALSE,FALSE
123,1948,Female,W,83631,FALSE,FALSE,FALSE
124,1960,Female,W,83716,TRUE,FALSE,FALSE
126,1969,Female,AI,83714,FALSE,TRUE,FALSE
126,1968,Male,W,83714,FALSE,FALSE,FALSE
126,2004,Female,H,83714,FALSE,FALSE,FALSE
126,2006,Female,H,83714,FALSE,FALSE,FALSE
129,1950,Male,W,83705,FALSE,FALSE,FALSE
130,NA,Female,W,83714,FALSE,FALSE,FALSE
130,2007,Female,W,83714,FALSE,FALSE,FALSE
130,2003,Female,W,83714,FALSE,FALSE,FALSE
130,2001,Female,W,83714,FALSE,FALSE,FALSE
130,1997,Female,W,83714,FALSE,FALSE,FALSE
131,1951,Female,W,83716,FALSE,FALSE,FALSE
132,1955,Female,W,83713,FALSE,FALSE,FALSE
132,1970,Male,W,83713,FALSE,FALSE,FALSE
133,1971,Male,W,83705,FALSE,FALSE,FALSE
134,1951,Male,W,83705,FALSE,FALSE,FALSE
135,1968,Female,W,83705,FALSE,FALSE,FALSE
135,1999,Male,W,83705,FALSE,FALSE,FALSE
136,1968,Male,W,83706,FALSE,FALSE,FALSE
137,1962,Female,AI,83702,FALSE,FALSE,FALSE
138,1961,Male,W,83705,FALSE,FALSE,FALSE
139,1992,Female,W,83714,FALSE,FALSE,FALSE
140,1957,Male,W,83709,FALSE,FALSE,FALSE
141,1977,Male,W,83712,FALSE,FALSE,FALSE
142,1999,Female,W,83705,FALSE,FALSE,FALSE
143,1951,Female,W,83714,FALSE,FALSE,FALSE
143,1945,Male,W,83714,TRUE,FALSE,FALSE
144,1994,Female,W,83705,FALSE,FALSE,FALSE
144,2012,Female,OM,83705,FALSE,FALSE,FALSE
144,2015,Female,OM,83705,FALSE,FALSE,FALSE
145,1992,Female,W,83704,FALSE,FALSE,FALSE
145,1991,Male,W,83704,FALSE,FALSE,FALSE
145,2012,Male,W,83704,FALSE,FALSE,FALSE
145,2014,Male,W,83704,FALSE,FALSE,FALSE
146,1945,Female,W,83705,FALSE,FALSE,FALSE
147,1965,Female,W,83704,FALSE,FALSE,FALSE
149,1970,Female,W,83705,FALSE,FALSE,FALSE
149,1976,Male,W,83705,FALSE,FALSE,FALSE
149,1999,Female,W,83705,FALSE,FALSE,FALSE
150,1990,Female,W,83705,FALSE,FALSE,FALSE
150,1965,Female,W,83705,FALSE,FALSE,FALSE
150,2008,Male,W,83705,FALSE,FALSE,FALSE
150,2009,Male,W,83705,FALSE,FALSE,FALSE
150,2014,Female,W,83705,FALSE,FALSE,FALSE
151,1961,Female,W,83706,FALSE,FALSE,FALSE
151,1990,Male,W,83706,FALSE,FALSE,FALSE
152,1968,Male,W,83705,FALSE,FALSE,FALSE
152,1941,Female,W,83705,FALSE,FALSE,FALSE
153,1966,Male,W,83709,FALSE,FALSE,FALSE
155,1979,Female,W,83704,FALSE,FALSE,FALSE
155,1976,Male,W,83704,FALSE,FALSE,FALSE
155,2012,Female,W,83704,FALSE,FALSE,FALSE
155,2007,Female,W,83704,FALSE,FALSE,FALSE
156,1962,Male,W,83709,FALSE,FALSE,FALSE
157,1964,Male,W,83705,FALSE,TRUE,FALSE
157,1968,Female,W,83705,FALSE,FALSE,FALSE
157,2009,Male,W,83705,FALSE,FALSE,FALSE
158,1952,Male,H,83702,FALSE,FALSE,FALSE
159,1970,Male,W,0,FALSE,FALSE,FALSE
160,1944,Female,OM,83706,FALSE,FALSE,FALSE
161,1976,Female,A,83702,FALSE,FALSE,TRUE
162,1982,Female,W,83714,FALSE,FALSE,FALSE
162,1982,Male,W,83714,FALSE,FALSE,FALSE
162,2002,Male,W,83714,FALSE,FALSE,FALSE
162,1999,Female,W,83714,FALSE,FALSE,FALSE
163,1973,Male,AA,83705,FALSE,FALSE,FALSE
164,1980,Male,H,83705,FALSE,FALSE,FALSE
164,1981,Female,H,83705,FALSE,FALSE,FALSE
164,1998,Female,H,83705,FALSE,FALSE,FALSE
164,2000,Male,H,83705,FALSE,FALSE,FALSE
164,2002,Female,H,83705,FALSE,FALSE,FALSE
164,2009,Male,H,83705,FALSE,FALSE,FALSE
165,1957,Male,W,83706,FALSE,FALSE,FALSE
165,1970,Male,W,83706,FALSE,FALSE,FALSE
167,1998,Male,W,83709,FALSE,FALSE,FALSE
167,1982,Female,W,83709,FALSE,FALSE,FALSE
168,1965,Male,OM,83704,FALSE,FALSE,FALSE
169,1997,Female,W,83714,FALSE,FALSE,FALSE
169,1996,Male,H,83714,FALSE,FALSE,FALSE
170,1967,Female,W,83706,FALSE,FALSE,FALSE
170,1987,Male,H,83706,FALSE,FALSE,FALSE
170,2004,Female,H,83706,FALSE,FALSE,FALSE
171,1970,Male,W,83709,FALSE,FALSE,FALSE
172,1970,Male,W,83702,FALSE,FALSE,FALSE
173,1977,Male,W,83705,FALSE,FALSE,FALSE
173,2012,Male,W,83705,FALSE,FALSE,FALSE
173,2013,Female,W,83705,FALSE,FALSE,FALSE
173,2015,Female,W,83705,FALSE,FALSE,FALSE
175,1984,Female,H,83703,FALSE,FALSE,FALSE
175,2005,Male,H,83703,FALSE,FALSE,FALSE
175,2008,Male,H,83703,FALSE,FALSE,FALSE
175,2014,Female,H,83703,FALSE,FALSE,FALSE
176,1945,Female,W,0,FALSE,FALSE,FALSE
177,1972,Female,W,83704,FALSE,FALSE,FALSE
177,1964,Male,W,83704,FALSE,TRUE,FALSE
178,1958,Male,H,83704,FALSE,FALSE,FALSE
179,1957,Male,W,83709,FALSE,FALSE,FALSE
179,1956,Male,W,83709,FALSE,FALSE,FALSE
180,1985,Male,W,83704,FALSE,FALSE,FALSE
180,1980,Male,OM,83704,FALSE,FALSE,FALSE
180,1990,Male,W,83704,FALSE,FALSE,FALSE
180,2003,Female,W,83704,FALSE,FALSE,FALSE
180,2005,Male,W,83704,FALSE,FALSE,FALSE
180,2008,Male,W,83704,FALSE,FALSE,FALSE
181,1964,Male,W,83705,FALSE,FALSE,FALSE
183,1932,Male,W,83704,FALSE,FALSE,FALSE
184,1967,Male,W,83642,FALSE,FALSE,FALSE
184,1989,Male,W,83642,FALSE,FALSE,FALSE
184,1972,Male,W,83642,FALSE,FALSE,FALSE
184,1992,Female,W,83642,FALSE,FALSE,FALSE
185,1989,Female,W,83705,FALSE,FALSE,FALSE
186,1991,Male,W,83704,FALSE,FALSE,FALSE
188,1968,Female,W,83713,FALSE,TRUE,FALSE
188,1966,Male,W,83713,FALSE,FALSE,FALSE
188,1945,Male,W,83713,FALSE,FALSE,FALSE
188,1934,Female,W,83713,FALSE,FALSE,FALSE
188,1990,Female,W,83713,FALSE,FALSE,FALSE
188,2014,Female,W,83713,FALSE,FALSE,FALSE
189,1979,Female,W,83705,FALSE,TRUE,FALSE
189,2005,Male,W,83705,FALSE,TRUE,FALSE
189,2008,Male,W,83705,FALSE,FALSE,FALSE
189,1979,Male,W,83705,FALSE,FALSE,FALSE
189,1998,Male,W,83705,FALSE,FALSE,FALSE
190,1963,Female,W,83704,FALSE,FALSE,FALSE
192,1982,Male,AA,83713,TRUE,FALSE,FALSE
193,1973,Female,W,83705,FALSE,FALSE,FALSE
193,1940,Female,W,83705,FALSE,FALSE,FALSE
193,1966,Female,W,83705,FALSE,FALSE,FALSE
194,1960,Male,W,83716,TRUE,FALSE,FALSE
194,1962,Female,W,83716,FALSE,TRUE,FALSE
194,1999,Male,W,83716,FALSE,FALSE,FALSE
195,1978,Female,H,83705,FALSE,FALSE,FALSE
195,1976,Male,H,83705,FALSE,FALSE,FALSE
195,2000,Male,H,83705,FALSE,FALSE,FALSE
197,1942,Female,W,83705,FALSE,FALSE,FALSE
198,1953,Female,H,83703,FALSE,FALSE,FALSE
199,1952,Male,W,83704,TRUE,FALSE,FALSE
202,1950,Male,W,83705,FALSE,TRUE,FALSE
203,1959,Female,W,83702,FALSE,FALSE,FALSE
204,1951,Male,W,83712,FALSE,FALSE,FALSE
205,1990,Unknown,W,83706,FALSE,FALSE,FALSE
205,1942,Female,W,83706,FALSE,FALSE,FALSE
205,2001,Declined to Say,NA,83706,FALSE,FALSE,FALSE
205,2001,Declined to Say,NA,83706,FALSE,FALSE,FALSE
207,1991,Male,W,83706,FALSE,FALSE,FALSE
207,2010,Female,W,83706,FALSE,FALSE,FALSE
209,1992,Female,W,83704,FALSE,FALSE,FALSE
209,1991,Female,W,83704,FALSE,FALSE,FALSE
210,1959,Male,W,83709,FALSE,FALSE,FALSE
210,1964,Female,W,83709,FALSE,FALSE,FALSE
210,2001,Male,W,83709,FALSE,FALSE,FALSE
210,2005,Female,W,83709,FALSE,FALSE,FALSE
210,1998,Female,W,83709,FALSE,FALSE,FALSE
211,1978,Female,W,83705,FALSE,FALSE,FALSE
211,1970,Male,W,83705,FALSE,FALSE,FALSE
211,1998,Male,W,83705,FALSE,FALSE,FALSE
211,2000,Female,W,83705,FALSE,FALSE,FALSE
211,2013,Male,W,83705,FALSE,FALSE,FALSE
212,1937,Female,W,83709,FALSE,FALSE,FALSE
212,1942,Male,W,83709,TRUE,TRUE,FALSE
213,1956,Female,W,83714,FALSE,FALSE,FALSE
214,1943,Male,AW,83702,FALSE,FALSE,FALSE
214,1958,Female,AW,83702,FALSE,FALSE,FALSE
215,1956,Female,W,83709,FALSE,FALSE,FALSE
215,1993,Male,W,83709,FALSE,FALSE,FALSE
216,1954,Male,OM,83705,FALSE,FALSE,FALSE
216,1967,Female,OM,83705,FALSE,FALSE,FALSE
216,1999,Female,OM,83705,FALSE,FALSE,FALSE
216,2002,Female,OM,83705,FALSE,FALSE,FALSE
216,1996,Female,OM,83705,FALSE,FALSE,FALSE
217,1996,Male,W,83703,FALSE,FALSE,FALSE
217,1996,Male,W,83703,FALSE,FALSE,FALSE
217,1996,Female,OM,83703,FALSE,FALSE,FALSE
218,1959,Female,W,83709,FALSE,FALSE,FALSE
218,1958,Male,W,83709,FALSE,FALSE,FALSE
219,1987,Female,OM,83703,FALSE,FALSE,FALSE
219,2003,Female,OM,83703,FALSE,FALSE,FALSE
219,2014,Male,OM,83703,FALSE,FALSE,FALSE
219,2015,Female,OM,83703,FALSE,FALSE,FALSE
220,1947,Male,W,83714,TRUE,FALSE,FALSE
221,1957,Male,W,83709,FALSE,FALSE,FALSE
221,1960,Female,W,83709,FALSE,FALSE,FALSE
222,1985,Female,W,83706,FALSE,FALSE,FALSE
222,-113,Female,W,83706,FALSE,FALSE,FALSE
222,1981,Male,W,83706,FALSE,FALSE,FALSE
222,2015,Female,W,83706,FALSE,FALSE,FALSE
222,2019,Male,NA,83706,FALSE,FALSE,FALSE
223,1961,Female,W,83706,FALSE,FALSE,FALSE
223,1999,Male,W,83706,FALSE,FALSE,FALSE
223,2001,Female,W,83706,FALSE,FALSE,FALSE
224,1961,Female,W,83706,FALSE,TRUE,FALSE
225,1959,Male,W,83642,FALSE,FALSE,FALSE
225,1967,Female,W,83642,FALSE,FALSE,FALSE
226,1959,Female,W,83714,FALSE,FALSE,FALSE
227,1961,Female,W,83714,FALSE,FALSE,TRUE
227,2005,Male,W,83714,FALSE,FALSE,TRUE
228,1943,Male,W,83706,FALSE,FALSE,FALSE
229,1987,Male,W,83616,FALSE,FALSE,FALSE
231,1950,Male,W,83616,FALSE,FALSE,FALSE
231,1958,Male,W,83616,FALSE,FALSE,FALSE
232,1949,Male,W,83702,TRUE,FALSE,FALSE
233,1963,Female,W,0,FALSE,FALSE,FALSE
233,2000,Female,W,0,FALSE,FALSE,FALSE
233,1999,Female,W,0,FALSE,FALSE,FALSE
233,2001,Female,W,0,FALSE,FALSE,FALSE
234,1974,Female,W,83709,FALSE,FALSE,FALSE
234,1994,Female,W,83709,FALSE,FALSE,FALSE
234,1991,Male,W,83709,FALSE,FALSE,FALSE
234,1995,Male,W,83709,FALSE,FALSE,FALSE
234,1997,Female,W,83709,FALSE,FALSE,FALSE
234,2005,Male,W,83709,FALSE,FALSE,FALSE
235,1958,Female,W,83702,FALSE,FALSE,FALSE
236,1957,Female,W,83705,FALSE,FALSE,FALSE
236,1956,Male,W,83705,FALSE,FALSE,FALSE
237,1961,Male,W,83704,FALSE,FALSE,FALSE
238,1963,Male,W,83705,FALSE,FALSE,FALSE
238,1963,Female,W,83705,FALSE,FALSE,FALSE
238,2004,Female,W,83705,FALSE,FALSE,FALSE
239,1984,Female,W,83706,FALSE,FALSE,FALSE
239,1997,Male,W,83706,FALSE,FALSE,FALSE
239,2005,Female,W,83706,FALSE,FALSE,FALSE
240,1969,Female,H,83705,FALSE,FALSE,FALSE
240,1999,Male,H,83705,FALSE,FALSE,FALSE
240,1999,Male,H,83705,FALSE,FALSE,FALSE
242,1985,Female,W,83706,FALSE,FALSE,FALSE
242,1985,Male,W,83706,FALSE,FALSE,FALSE
242,2014,Female,W,83706,FALSE,FALSE,FALSE
242,2003,Male,W,83706,FALSE,FALSE,FALSE
243,1960,Male,A,83703,FALSE,FALSE,FALSE
243,1951,Female,A,83703,FALSE,FALSE,FALSE
244,1989,Male,OM,83702,FALSE,FALSE,FALSE
245,1957,Male,W,83702,FALSE,FALSE,FALSE
246,1958,Male,W,83706,FALSE,FALSE,FALSE
